title,price,area,district
流星花园 南北2居室 家具齐全,8000,102,昌平
为你而选 家的方向 新康家园96.55平南北通透两居 采光足,6500,96.55,大兴
新怡家园+南北通透2.5居+有钥匙+居家装修,16000,130.6,东城
三元桥 裘马都 南北四居室 东边户 中层采光无遮,40000,292,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,6600,44.41,海淀
新起点嘉园 户型方正 干净整洁 中层采光好 合适,7800,68,海淀
世纪城+南北通透四居室+车位+金源+10号线,23000,208,海淀
慧谷阳光南北两居室 安静不临街 带电梯 采光视野好,11000,92,朝阳
大西洋南向两居室 安静不临街 采光视野好 带电梯,14000,90,朝阳
上京新航线东向一居室 安静不临街 采光视野好 带电梯,7000,43,朝阳
广渠门外地铁，正规两居，格局方正，高层视野开阔，家具电齐全,10500,85,东城
天鹅湾南向两居，装修保养好。,13500,117.89,朝阳
光大水墨风景大两居室+婚房装修家居电器齐全+带电梯不临街,16000,99.44,海淀
国奥村 不临街 客厅挑空 带露台 边单元 3面通透采光,34000,232,朝阳
富力城A区 高层全南三居室 自住房 保养好 元旦起租,20000,135.36,朝阳
宝星国际全南向大开间 安静不临街 装修保持好 随时可看,8000,66,朝阳
珠江罗马嘉园 南北两居室 家私全齐 保持好 交通便利 大悦城,9800,89,朝阳
高层一居，独立厨卫有暖气，随时起租，可长租，通风好-百环家园,6300,60,朝阳
澳林春天，浅色靓装两居室，内置齐备，随时入住,6200,76,朝阳
东湖湾三期2居32000元,32000,192,朝阳
富力城D区3居18000元,18000,140,朝阳
朝阳 孙河 泰禾北京院子 下叠 带庭院+露台+地暖 空房租,40000,180.29,朝阳
东花市本家润园C区西1室,6800,55,东城
幸福家园+有钥匙头次租+婚房装修+市政供暖+干净整洁+临地铁,8500,88.73,东城
望京鹿港嘉苑 正规一居室 高层观景 齐全,7600,51,朝阳
汽修一厂一层南北两居室，家具齐全，出行方便，集中采暖，不临街,6000,51.32,朝阳
林肯公园 二居室 齐全,8500,94.7,大兴
望京南湖佳苑，南北通透3居，家具齐全，生活交通便捷，采光好,14000,152,朝阳
林肯 二居室 户型好 装修保养良好,8100,92.37,大兴
上海沙龙 二居室  南北通透,7000,97,大兴
林肯公园，配置齐全一居室，高层观景无遮挡，可聊价格,5600,55.3,大兴
林肯公园 二居室 全齐,8300,91.29,大兴
三期 恒温恒湿 家具齐全 随时起租,14800,114,东城
金地格林小镇 低层 三居室,9000,138,大兴
花家地西里 业主装修一年 未住过 有钥匙,6800,58.75,朝阳
望京 金隅丽港城 东向开间 温馨装修 高层采光好 可谈价,6800,56,朝阳
望京 宝星国际 西南1居 装修干净整洁 高层采光好 可谈价,9900,82,朝阳
望京 南湖中园一区 南北2居 居家装修 采光好 可谈价,7000,70.79,朝阳
有钥匙，南北布局，集中供暖 内置齐备，随时入住,5200,56,朝阳
双井富力城D区 南北三居 不临街 家具齐全 看花园,23000,157,朝阳
林肯公园，高层观景，空房大平层，252平米，报价2.2万可聊,22000,252,大兴
听涛雅苑，南向一居室，婚房布置，有燃气，有电梯，配置齐全,5000,52.31,大兴
三环国际村业主直租高层观景、采光全天无遮挡齐全看比较方便,21000,151.9,朝阳
【精选钥匙房源】 随时起租   业主人老好相处了  保养老好,28000,161,朝阳
【精选钥匙房】 方便看  可做私人工作室   保养好,25000,257,朝阳
朝阳公园，南北四居，全明格局，有钥匙，随时看,35000,275,朝阳
【好评经纪人】 蓝堡顶层    家具好    不临街安静,52000,320,朝阳
怡美家园，婚房装修，家具电器齐全，随时起租，挨着上林溪，当代,10500,123,海淀
地上三层 联排别墅+花园 可住家 可经营 包物业取暖,15000,183,海淀
有钥匙,25000,224.88,朝阳
瞰都国际两居室，家具齐全，方正户型，临地铁站，朝阳公园旁,11000,87.84,朝阳
【家具齐全】  【价格可沟通】 【有钥匙，保养好】,40000,268,朝阳
五道口 龙湖唐宁 13号线 北四环中路 中高层开间 干湿分离,8800,41,海淀
苹果社区 北区南向 共两层 采光好 干净整洁 生活便利,28000,118.32,朝阳
有钥匙！一瓶 兰亭公寓 ，酒店式装修风格，独立卫生间,6000,45,西城
观澳园双卧朝南两居  入住随时 有钥匙  可长租,7300,85.17,海淀
知语城南北四居室 安静不临街 空房 可配齐 价可谈,18000,182,朝阳
清河观澳园南北2室,7500,96.9,海淀
城华园高层北向一居，随时起租，装修不错，东西齐全，电梯入户,6500,62.15,海淀
海淀永泰园南北两居，装修不错，东西齐全，随时起租，可以看,6300,58,海淀
永泰园 南北通透 两居室 安静 交通便利 配套齐全 出行便捷,6100,69,海淀
富力十号地 三环内感受住宅 国贸一站地 邻居社会地位高,50000,227,朝阳
酒仙桥板块  晶都国际 北向开间带家居,6500,52,朝阳
酒仙桥板块  海润国际  正规两居  带家居,19000,127.77,朝阳
富力盛悦居+南北通透+带阳光房+对花园+高层采光好,7500,99.3,大兴
阳光上东 临水系的两居 11月中旬起租 房况新 丽都商圈,21000,134,朝阳
华悦国际186平米南北通透三居室 安静不临街 南北观花园,23000,186,朝阳
朝青、朝阳大悦城、润枫水尚临天鹅湾、地铁6号线青年路站、干净,8200,68,朝阳
凤凰城三期1居15000元,15000,79.35,朝阳
太阳公元3居21000元,21000,132,朝阳
丰和园15号院2居15500元,15500,93,朝阳
当代万国城2居23000元,22000,127,东城
国瑞城+商 品房+南北通透+业主人好+装修宜居,30000,197.86,东城
花家地西里 南北两居 无遮挡 不临街 适合居家 钥匙房,6200,70,朝阳
国风北京 新小区 环境好 家具齐全 干净卫生 不临街,13000,118.04,朝阳
澳林春天 南北板楼 双卫两居室 不临街位置，免爬低楼层,9000,118,朝阳
新家具新电器，有钥匙 随时入住 电梯房 集中供暖,7800,60,朝阳
望京，蓝色家族，全南朝向两居，楼下是望京南站，新世纪百货,12000,127,朝阳
7号线桥湾地铁站，南北两居，家具电齐全，随时起租，长租,6500,61.48,东城
慧谷时空 正规2居室 家具齐全 干净卫生 采光充足 带电梯,14000,111,朝阳
华彩国际 南北两居室 安静不临街 装修好,14000,118,朝阳
鹿港嘉苑 南北3居室 家具齐全 干净卫生 采光充足 不临街,15000,144,朝阳
星海明珠南北三居室 双阳台 带电梯 采光视野好 安静不临街,16000,179,朝阳
凤凰城二期高楼层三居室，南北通透，两梯两户，有钥匙,27000,232.5,朝阳
南北通风效果好 可看 居家齐全 安静舒适 带阳台,14500,101.69,朝阳
机场线：万国城2居室，家具齐全，保养好,17000,94,东城
优选 2居室中间楼层 本房方便看 家具齐全,27000,159.32,朝阳
万国城正规1居，家居齐全，保养好,15500,70,东城
一品亦庄 南北通透,8000,122,大兴
太阳公元南北通透小3居，全明格局,17000,92,朝阳
火星园全南2居，14200免中介,14200,100,朝阳
之前一直自己住，家具都齐全，地暖，采光比较好，没遮挡。,18500,138,朝阳
三里屯：首开铂郡1居室，保养好，家具齐全,10500,61.95,朝阳
果岭里南北三居室 安静不临街 带电梯 采光视野好,23000,169.2,朝阳
华彩南北三居室 安静不临街 带电梯 采光视野好,18500,174.69,朝阳
凤凰城有钥匙一居室，保养好，正观白杨林，家具齐全，有钥匙,13000,75,朝阳
朝青润枫水尚南北2室,10000,106,朝阳
世茂奥临花园 南北通透大三居 居家装修,22000,198,朝阳
火星园全南两居！头次租！家具齐全！保持好！,15000,98,朝阳
齐全 月底起租 中间层 安静 10年不临街,13500,97,朝阳
世纪城+南北三居室+长租+随时+金源+10号线,17000,173,海淀
世华泊郡2居8500元,8500,85.27,朝阳
南北通透+金源+曙光+长租+随时,19000,186,海淀
银河湾 南北3居 家具全 浅色欧式风格 园区绿植多 宜居住,25000,150,朝阳
方庄GOGO新世代西1室,5600,47,丰台
双井首城双景北2室,14000,60,朝阳
根园独门独院的别墅 安静 双门入户 地上三层 地下一层,38000,262,朝阳
牛街枫桦豪景北1室,8500,68,西城
方庄方庄六号西北3室,11000,121,丰台
观景好+采光好+带车位+出行便捷+位置安静,6900,100.68,丰台
天鹅湾复式两居，装修保养好，临地铁大悦城。,12800,64.71,朝阳
九棵树靓景明居东西1室,4000,60,通州
大望路风度柏林东北2室,11000,106,朝阳
通州北苑世纪星城南北3室,3000,91.93,通州
果园巴克北2室,3700,47,通州
九棵树靓景明居南北3室,6500,125.55,通州
成寿寺中海城紫鑫阁北1室,5600,47.45,丰台
三卧朝南，保养好，开放式明厨，采光好，功能间齐全，三代同堂！,30000,191.92,朝阳
广渠门绿景馨园南北2室,8000,65,东城
全南向 无遮挡 齐全 保持好,14500,95,朝阳
郁金香 四居室 南北通透 户型好,11000,167.1,大兴
通州北苑新华联锦园南北2室,5300,101.38,通州
望京朝庭公寓南北3室,17000,142,朝阳
望京朝庭公寓南2室,13500,110,朝阳
一瓶 园区中间 安静位置 公寓房 刷卡进陶然公园 独立卫生间,6000,45,西城
通州北苑世纪星城东1室,3900,64.43,通州
难得 南向大一居  价格可 谈  不临街,8000,78.41,朝阳
望京世安家园东北3室,10000,108,朝阳
西坝河光熙家园南北3室,22000,153,朝阳
燕莎板块+亮马桥快轨+地暖房+观景花园+闹中取静,90000,249,朝阳
国展浩鸿园西2室,13500,138,朝阳
方庄方庄六号南北3室,12500,151,丰台
太阳公元，家具齐全，有钥匙，观小区花园,16000,89,朝阳
双井苹果社区北1室,7900,65,朝阳
CBD和乔丽致北1室,15000,61.86,朝阳
酒仙桥丽都水岸3期南1室,10000,56,朝阳
方庄芳星园二区南北2室,6500,60,丰台
转角户型+大一居+安静不临街+可长租,8500,86,朝阳
通州北苑世纪星城三期南北2室,5000,102.76,通州
三元桥太阳星城金星园南西3室,24000,246,朝阳
四惠远洋天地一期南1室,25000,289.42,朝阳
曙光里,10000,78,朝阳
金泉时代 楼下地铁 位置好,19500,130.5,朝阳
太阳国际公馆南北三居室房间保持好周边交通方便,24000,183,朝阳
复式三居室+方正+齐全+长租＋玫瑰御园,17000,192.02,海淀
鲁谷远洋沁山水南1室,6800,63.9,石景山
果园新华联家园南区南北3室,6000,104.81,通州
果园巴克南北3室,10000,176,通州
双井苹果社区北1室,9200,72,朝阳
太阳宫新纪家园东北1室,7200,64,朝阳
建国门内长安太和西2室,40000,152.9,东城
梨园新城阳光南西2室,5100,94.85,通州
望京望京西园二区南2室,9000,93,朝阳
亚运村小营亚运新新家园竹溪园南北3室,19000,156,朝阳
CBD蓝堡国际公寓北1室,11500,54.41,朝阳
大望路后现代城西北1室,7000,55.45,朝阳
石佛营小悦城西北1室,7500,42,朝阳
龙锦苑东三区，南北通透，三居两卫，户型方正，周边配套齐全,4000,129.38,昌平
华贸公寓 装修保养好 知名社区 环境优美 随，时可看 精，装,14500,64.78,朝阳
华贸公寓 高层无遮挡 装修保养好 环境好 随时入住,15500,69.2,朝阳
北苑乐想汇南1室,6500,71.7,朝阳
东直门当代MOMA南2室,25000,136,东城
酒仙桥银河湾南北2室,18000,102.88,朝阳
双井苹果社区南1室,18000,75,朝阳
万柳阳春光华枫树园西南2室,11000,73.83,海淀
十里堡东恒时代三期东南3室,12500,135,朝阳
华贸公寓 无遮挡，全天采光，户型方正，装修保养好,12800,62.79,朝阳
国瑞城雅仕苑大四居室，有露台，装修保养好，家具电器全,30000,301,东城
通州北苑新华联锦园南北2室,5300,93.29,通州
东大桥金地国际花园东西2室,22500,124,朝阳
朝青青年汇佳园北1室,5500,38,朝阳
CBD阳光100国际公寓东2室,14000,110,朝阳
国瑞城商品，东向，开发商统一装修，居住舒适，交通便利,11000,62,东城
望京合生麒麟社南西1室,8700,70,朝阳
通州北苑新华联锦园南北2室,5500,93.32,通州
天鹅湾南区 全南两居室 家具全齐 欧式装修 保持新 出行方便,14000,108,朝阳
华贸公寓东南向三居室，精 装 修，诚 意出 租，随时看 房。,33000,204.2,朝阳
为你而选 家的方向 亦庄 国锐金嵿 72㎡大一居 随时入住,7500,72,大兴
玉泉营三环新城8号院南东1室,5500,54,丰台
玉泉营三环新城7号院南2室,7000,102,丰台
朝阳公园西门 龙阁公寓 一居室高层南向采光好 房况好有钥匙,13000,78.51,朝阳
国锐金嵿，中楼层，配置齐全2居室，可聊价格,9000,104,大兴
soco公社开间一居室+居家装修家居电器齐全+带电梯不临街,5500,44,海淀
马连道格调小区南北3室,14000,137,西城
房子保持好，业主爽快，有钥匙可看,22000,135,朝阳
四环边 望京桥北 金隅国际 东南大三居 户型方正 可做工作室,25000,196.93,朝阳
北四环金泉时代115.11平米一居室方便看大屯路东五十米,17500,115.11,朝阳
万国城3居室 家具齐全 浅色欧式家具 中层采光好,45000,224,东城
北四环康斯丹郡173平米南北三居室随时看,16000,173,朝阳
望京新城 东南两居室 安静不临街 高层观景,8800,107,朝阳
北四环欧陆144全明三居室随时看对小区花园观景好,14000,144,朝阳
朝庭高层南向二居 封闭式管理社区 环境安静舒适 可空房租,11000,112,朝阳
紫金长安 空房 低楼层 大客厅 全落地窗 随时看,26500,228.29,海淀
西苑小区 中高楼层的房子 保养好 视野好,7000,74,海淀
西三环，人车分流，采光好，视野无遮挡，近地铁,29000,176,朝阳
四惠东恒时代二期西北1室,8000,62,朝阳
东大桥世茂宫园南东3室,35000,209,朝阳
中央别墅区泰禾北京院子南北3室,25000,167.06,朝阳
北苑华贸城南西2室,7100,53,朝阳
果园巴克南1室,3800,57,通州
九棵树靓景明居南北2室,5500,82,通州
润枫水尚正规两居，临地铁大悦城。,10500,96,朝阳
天鹅湾复式，临地铁大悦城。,9000,39.7,朝阳
万寿路国悦府 东北向两居室 家私齐全 视野好装修好,24800,132.78,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,15000,121,海淀
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,19000,180,海淀
劲松桥东70米 出行方便 周边配套齐全 业主直租,14000,148,朝阳
五棵松今日家园东2室,8500,100,海淀
朝青、天鹅湾近润枫水尚、朝阳大悦城、地铁6号线青年路站、,9500,47,朝阳
陶然亭中海紫御公馆南2室,11000,90.15,东城
亦庄莱茵河畔南北2室,6500,105.13,大兴
合生麒麟社温馨居家房 装修保持好 带地暖 有燃气 生活便利,10700,65,朝阳
软件园公馆一居室 干净舒适齐全 环境好,9200,69,海淀
富力城C区2居13000元,13000,90.57,朝阳
亮马名居 全天采光，户型方正，功能齐全，看，房方便,28000,196,朝阳
优 质  资 源 近国贸 可 注 册 近地铁,12500,115,朝阳
果园巴克北1室,4100,66.3,通州
太阳宫太阳公元南2室,16000,89.29,朝阳
天朗园，大三居，公司用房（北苑路北）,32000,235,朝阳
三居改的二居  可短租 可长租 板楼 豪 装,10000,143.06,朝阳
清河橡树湾西北3室,23500,209.36,海淀
富力城A区1居9500元,9500,59.7,朝阳
颐和园燕北园南北2室,6500,60,海淀
世纪城翠叠园+长租+有车位+双卧南,18000,161,海淀
客厅三卧朝南 空房 可长租 落地飘窗 开发商装修,25000,172.4,西城
业主直租 国贸一站地 地库直达地铁站 高层两居 装修好,13500,87.5,朝阳
商品社区、园区环境好+格局合理＋采光充足＋配套齐全＋方便看,17000,188,海淀
朝青国美第一城南1室,5500,49,朝阳
广渠门水上华城南北3室,21000,213,东城
国展新天第东南4室,26000,226.15,朝阳
回龙观上北鑫座北1室,4000,47,昌平
万寿路 国悦府 南向开间 使用率高,10000,59,海淀
双桥珠江绿洲南北3室,15000,163,朝阳
通州北苑世纪星城南北4室,15000,228.38,通州
果园翠屏北里西区南北2室,5000,92.52,通州
博客雅居 户型方正 南北通透,4200,57,大兴
九棵树靓景明居东北2室,4800,80,通州
南北通透3居室 长进深 安静不临街 采光好 配套齐全,24000,159.41,朝阳
望京 花家地西里二区 东南2居 装修干净整洁 采光好 可谈价,7200,76.88,朝阳
玉泉营鸿业兴园一区南西2室,7300,94.68,丰台
百环家园正规一居室 户型方正 业主直租 装修保养很好,6600,60,朝阳
临河里金隅花石匠南北4室,13000,163,通州
鲁谷远洋山水北区南北4室,22000,188,石景山
亦庄上海沙龙南北3室,8500,130,大兴
垡头格林莱雅南北3室,12000,133.2,朝阳
田村乐府江南东西1室,5300,45.7,海淀
望京华彩国际公寓南1室,9000,53,朝阳
三元桥太阳星城金星园南北3室,20000,177,朝阳
亚运村小营远洋万和城B区南2室,14000,89.41,朝阳
有钥匙带地下车位  随时起租 长租,18000,149.81,海淀
太阳宫太阳公元南2室,15500,90,朝阳
上海沙龙 一居室 方便 有钥匙,4000,56,大兴
朝阳公园 棕榈泉高层三居室 我是房源跟 单人 业主很信 任我,28000,162,朝阳
红庙  地铁站  华贸公寓   开间 步行到国贸 温馨小屋,15000,65.44,朝阳
燕莎+朝阳公园 南北通透4居室 花园洋房 2008年楼盘,42000,265.72,朝阳
朝阳公园南门对面 丽水嘉园 两居室 采光好 家具齐全有钥匙,12000,112,朝阳
朝阳公园南门对面 丽水嘉园高层 三居改大两居 带衣帽间观公园,17000,132.7,朝阳
朝阳公园 观景三居室 丽水嘉园 全明户型 中高层 温馨,17000,127.06,朝阳
上京南北三居室 装修好 给空租,15000,133.68,朝阳
上海沙龙 南北三居室 家具全齐 价格能聊,8000,118,大兴
宣武门椿树园奥运社区南北4室,16000,205,西城
临河里金隅花石匠南北4室,7000,142,通州
太阳宫太阳公元东南北2室,15500,89,朝阳
通州北苑世纪星城东1室,3500,52.76,通州
亦庄林肯公寓东北2室,7200,57.36,大兴
颐源居，公主坟，采光好，小区环境好，西二环外,26000,198,海淀
劲松华腾园北1室,7000,64,朝阳
垡头翠成馨园南北3室,12000,137.78,朝阳
新景家园+头次租+地铁近+随时起租+装修温馨宜居+价格可 聊,5300,27.38,东城
宝盛里一居室，装修不错，东西齐全，楼层适中，阳光充足，不临街,6200,63,海淀
望京望京新城南3室,10000,98,朝阳
清河橡树湾南北3室,16000,154.6,海淀
丽都板块 海润国际公寓  精美装修带家居,25000,243,朝阳
百子湾金泰先锋东南2室,9500,92.17,朝阳
随时起租，独栋，花园面积大，安静，舒适，装修好,220000,276,朝阳
星河湾三期 地暖房 保养好 齐全出 租 紧 邻朝阳大悦城,55000,330,朝阳
国际村3居23000元,23000,194.59,朝阳
凤凰城二期3居38000元,35000,225,朝阳
望京望馨花园东南2室,9000,96,朝阳
西三环，人车分流，采光好，视野无遮挡，近地铁,7700,97,石景山
宝星国际西南向两居室 中间楼层 装修好目前空置,11500,95,朝阳
联排别墅 复式5居 家具齐全 装修好 采光充足 干净卫生,45000,331,朝阳
鹿港嘉苑 全南1居室 户型方正 采光充足 视野开阔 不临街。,8400,72,朝阳
南沙滩 联合院 高楼层 集中供暖 浅色靓装 随时入住,6800,52.9,朝阳
望京，南北朝向三居，主卧和客厅朝南，格局方正无浪费面积,16500,129,朝阳
亦庄君安国际西2室,7700,105.13,大兴
丽水嘉园 观景朝阳公园 钥匙房源 家具齐全 业主诚 意,17000,136,朝阳
丰和园全南2居，保养好，家具齐全,14000,94,朝阳
三元桥UHN国际村北1室,8800,55.11,朝阳
海晟名苑1居12000元,12000,73,东城
太阳公元全南2居，家具齐全，保养好，13000,13000,85,朝阳
机场线，万国城3居，家具齐全，保养好,22500,158,东城
凤凰城3期，南北西4居室，家具齐全，保养好,30000,229,朝阳
东湖湾南北三居室 安静不临街 采光视野好 带电梯,25000,171,朝阳
华彩国际南北三居室 安静不临街 带电梯 采光视野好,19000,165.37,朝阳
梨园园景东区南2室,6000,97,通州
双井合生国际花园二期南北3室,16500,134.43,朝阳
双井CBD总部公寓1期南北2室,12000,113.3,朝阳
世纪城垂虹园南西2室,12000,107,海淀
望京季景沁园6居室，精细装修，一层带花园，带半地下，空房,24000,286,朝阳
十里堡爱这城二期东西2室,9500,97,朝阳
成寿寺中海城紫鑫阁北1室,5300,48,丰台
酒仙桥瞰都国际南西4室,35000,322,朝阳
朝青珠江罗马嘉园南北2室,9800,82,朝阳
百子湾金都杭城2期南2室,10000,89,朝阳
陶然亭中海紫御公馆北西1室,4500,61,东城
大望路后现代城西1室,6800,64.19,朝阳
龙锦苑东一区，南北通透，采光好，小区安静，环境优美,6500,118,昌平
三元桥凤凰城一期南3室,22000,186,朝阳
太阳宫万方景轩东北1室,8000,43.81,朝阳
广渠门冠城名敦道A区东1室,9000,71,东城
朝阳公园 丽水嘉园  两居室 保养好 方便看 价格还能谈,12000,86,朝阳
朝阳公园 博雅园南北三居 方便看 配置其全 二次装修,26000,170.73,朝阳
当代MOMA 西南4室 现已空房 采光充足 恒温恒湿,37000,206,东城
博雅园，高层观景三居，新装修，视野好，随时看,24000,172,朝阳
华威桥美景东方东北3室,10000,113,朝阳
四惠壹线国际东北1室,5500,143.46,朝阳
大屯路东五十米金泉时代84.5平米一居室一个月1.2万随时看,12000,84.5,朝阳
太阳宫冠城大通澜石南北3室,28000,173.28,朝阳
瞰都国际全南向三居室，明厨明卫，保养很好，家具齐全,14000,114.43,朝阳
西山公馆，花园入户，电梯洋房，+软件园一期里,7500,150,海淀
西区 150平米 高层 随时可以看 出行方便,23000,150,朝阳
挑空复式，客厅挑空5.5米，落地窗，开放式厨房，有钥匙,13000,61.44,朝阳
太阳宫水星园南1室,5800,27.88,朝阳
橡树湾婚房装修 随时看可看 20000,20000,192.16,海淀
光大名筑 一居室 业主新装修，用的都是好材料,7500,53.61,朝阳
东南北朝阳户型 高层纯板楼安静 可谈价,10500,90,朝阳
中铁国际城3居9600元,9600,89.53,朝阳
山水蓝维   小区没得说,8500,99.02,朝阳
棕榈泉3居 给免租期 可随时看 家具齐全 可押一付三,45000,220,朝阳
中央别墅区长岛澜桥南北4.50室,48000,358.83,朝阳
四惠通惠家园惠民园东2室,8000,88,朝阳
常营柏林爱乐西1室,5500,60.57,朝阳
燕莎国际港南北2室,13000,122.22,朝阳
方庄芳古园一区东南2室,3000,66,丰台
科技园区怡海花园恒泰园南北2室,6800,86.83,丰台
红庙中国第一商城北东3室,22000,190.02,朝阳
为你而选 家的方向 亦庄富源里小区 91㎡南北三居室 格局好,7000,91,大兴
建国门外嘉华世纪南北4室,49000,214.28,朝阳
亚运村天创世缘东北3室,15500,172,朝阳
崇文门新裕家园南1室,9500,81.66,东城
北四环安慧里79.6平米南北两居室一个月7600随时看,7600,79.6,朝阳
东大桥金地国际花园南北2室,23000,180,朝阳
装修好 东南向 高层三居 明厨明卫 观景好,15000,127,海淀
听涛雅苑正规燃气一居室,4800,58,大兴
崇文门国瑞城A区北1室,9500,66,东城
玉海园二里 90平 装修保养不错 东北向,3500,90,海淀
成寿寺中海城圣朝菲东北2室,7600,86,丰台
劲松华腾园东南3室,12000,119.79,朝阳
方庄紫芳园一区南3室,7500,78,丰台
上海沙龙 平层一居室 南北通透,14000,206.9,大兴
林肯公园 开间,4500,36,大兴
太阳宫万方景轩南西1室,6800,44.4,朝阳
望京澳洲康都西1室,6600,38,朝阳
